INFO:NEGATIVE WORD LENGTH: DALI ID: 0056b60ad09c4f389d107868e2d5c149, index (from get_file_path): 3, text: lifei, word length: -84.44, line number: 115
INFO:LONG WORD LENGTH: DALI ID: 8bc0e40c24134671a31b1f58c57a84ef, index (from get_file_path): 2905, text: ah, word length: 6.42, word index: 186
INFO:LONG WORD LENGTH: DALI ID: 8bdc399d38944ec7a5709c988483d657, index (from get_file_path): 2909, text: decades, word length: 7.41, word index: 230
INFO:LONG WORD LENGTH: DALI ID: 8c62082ff55a409993c0cb760fdbc273, index (from get_file_path): 2918, text: rain., word length: 7.06, word index: 468
INFO:LONG WORD LENGTH: DALI ID: 8c642b1899024f7aaa3fd0509484dfdc, index (from get_file_path): 2919, text: waasteland, word length: 5.93, word index: 288
INFO:LONG WORD LENGTH: DALI ID: 8c80dbd637774d6c9e9fd353d548c69f, index (from get_file_path): 2923, text: heart, word length: 6.50, word index: 70
INFO:LONG WORD LENGTH: DALI ID: 8c80dbd637774d6c9e9fd353d548c69f, index (from get_file_path): 2923, text: fromheart, word length: 6.62, word index: 142
INFO:LONG WORD LENGTH: DALI ID: 8c80dbd637774d6c9e9fd353d548c69f, index (from get_file_path): 2923, text: fromheart, word length: 6.25, word index: 195
INFO:LONG WORD LENGTH: DALI ID: 8c80efa2910b4a698371a3452bbc8551, index (from get_file_path): 2924, text: takes, word length: 6.30, word index: 176
INFO:LONG WORD LENGTH: DALI ID: 8c8a7597bbc54ec1a0069f671357444c, index (from get_file_path): 2926, text: te, word length: 14.37, word index: 187
INFO:LONG WORD LENGTH: DALI ID: 8c8a7597bbc54ec1a0069f671357444c, index (from get_file_path): 2926, text: te, word length: 5.49, word index: 198
INFO:LONG WORD LENGTH: DALI ID: 8c8a7597bbc54ec1a0069f671357444c, index (from get_file_path): 2926, text: te, word length: 6.32, word index: 202
INFO:LONG WORD LENGTH: DALI ID: 8c8e59af47394cc7aab201e321f2192a, index (from get_file_path): 2927, text: whoaoo,oooooooo, word length: 5.15, word index: 144
INFO:LONG WORD LENGTH: DALI ID: 8c999460b06a4c3884977eb20372e673, index (from get_file_path): 2928, text: oooooooooooooooooooooooooooooh, word length: 5.35, word index: 75
INFO:LONG WORD LENGTH: DALI ID: 8c999460b06a4c3884977eb20372e673, index (from get_file_path): 2928, text: oooooooooooooooooooooooooooooh, word length: 5.35, word index: 150
INFO:LONG WORD LENGTH: DALI ID: 8cdce298314042d38ca71842de8af47b, index (from get_file_path): 2932, text: now, word length: 7.96, word index: 134
INFO:LONG WORD LENGTH: DALI ID: 8cdce298314042d38ca71842de8af47b, index (from get_file_path): 2932, text: now, word length: 6.64, word index: 166
INFO:LONG WORD LENGTH: DALI ID: 8cdce298314042d38ca71842de8af47b, index (from get_file_path): 2932, text: now, word length: 5.92, word index: 170
INFO:LONG WORD LENGTH: DALI ID: 8ce213d7a20e4e7eb718a2940384ccb6, index (from get_file_path): 2933, text: you..., word length: 6.58, word index: 78
INFO:LONG WORD LENGTH: DALI ID: 8ce213d7a20e4e7eb718a2940384ccb6, index (from get_file_path): 2933, text: you-u-u, word length: 5.07, word index: 115
INFO:LONG WORD LENGTH: DALI ID: 8ce213d7a20e4e7eb718a2940384ccb6, index (from get_file_path): 2933, text: you..., word length: 6.90, word index: 119
INFO:LONG WORD LENGTH: DALI ID: 8d3de25e687140d89cef6ad2e9888e56, index (from get_file_path): 2943, text: more, word length: 5.66, word index: 185
INFO:LONG WORD LENGTH: DALI ID: 8d5494a983f6480fb01178919fff473d, index (from get_file_path): 2945, text: alo--ne., word length: 5.33, word index: 180
INFO:LONG WORD LENGTH: DALI ID: 8d5494a983f6480fb01178919fff473d, index (from get_file_path): 2945, text: whooo, word length: 9.64, word index: 209
INFO:LONG WORD LENGTH: DALI ID: 8d976caaee59488aa5fe14bd6e6ff231, index (from get_file_path): 2949, text: yoooou, word length: 6.30, word index: 91
INFO:LONG WORD LENGTH: DALI ID: 8d976caaee59488aa5fe14bd6e6ff231, index (from get_file_path): 2949, text: plaay, word length: 5.31, word index: 127
INFO:LONG WORD LENGTH: DALI ID: 8d976caaee59488aa5fe14bd6e6ff231, index (from get_file_path): 2949, text: yoooou, word length: 5.14, word index: 187
INFO:LONG WORD LENGTH: DALI ID: 8e16b30d61c04c72aaa4be2bf5f00612, index (from get_file_path): 2957, text: aaaaaaaahh, word length: 19.51, word index: 325
INFO:LONG WORD LENGTH: DALI ID: 8e16b30d61c04c72aaa4be2bf5f00612, index (from get_file_path): 2957, text: right, word length: 5.94, word index: 382
INFO:LONG WORD LENGTH: DALI ID: 8e3ba70616ff49b1bda0e2c5f28b8578, index (from get_file_path): 2961, text: oh, word length: 5.36, word index: 264
INFO:LONG WORD LENGTH: DALI ID: 8f007165d42a4cf5a244dababce84e62, index (from get_file_path): 2973, text: down, word length: 5.72, word index: 215
INFO:LONG WORD LENGTH: DALI ID: 8f007165d42a4cf5a244dababce84e62, index (from get_file_path): 2973, text: down, word length: 5.72, word index: 216
INFO:LONG WORD LENGTH: DALI ID: 8f007165d42a4cf5a244dababce84e62, index (from get_file_path): 2973, text: down, word length: 6.31, word index: 261
INFO:LONG WORD LENGTH: DALI ID: 8f0faa6a97ba406cb334c1116d851efc, index (from get_file_path): 2975, text: *solo*, word length: 21.04, word index: 143
INFO:NEGATIVE WORD START TIME: DALI ID: 8f2e4673966b4739b9686f482def0290, index (from get_file_path): 2980, text: ahhhh, word length: 1.46, line number: 0
INFO:NEGATIVE WORD START TIME: DALI ID: 8f2e4673966b4739b9686f482def0290, index (from get_file_path): 2980, text: ahhh, word length: 1.56, line number: 1
INFO:NEGATIVE WORD START TIME: DALI ID: 8f2e4673966b4739b9686f482def0290, index (from get_file_path): 2980, text: ahhhh, word length: 1.26, line number: 2
INFO:NEGATIVE WORD START TIME: DALI ID: 8f2e4673966b4739b9686f482def0290, index (from get_file_path): 2980, text: ahhh, word length: 1.46, line number: 3
INFO:NEGATIVE WORD START TIME: DALI ID: 8f2e4673966b4739b9686f482def0290, index (from get_file_path): 2980, text: ahhhh, word length: 1.31, line number: 4
INFO:LONG WORD LENGTH: DALI ID: 8f6573ace93f468e81084ac1a3dbf306, index (from get_file_path): 2984, text: tattoo, word length: 8.03, word index: 335
INFO:LONG WORD LENGTH: DALI ID: 8f6573ace93f468e81084ac1a3dbf306, index (from get_file_path): 2984, text: tattoo, word length: 11.97, word index: 345
INFO:LONG WORD LENGTH: DALI ID: 8f8e057672a14461bc2aca478a430bd2, index (from get_file_path): 2986, text: soul, word length: 6.14, word index: 100
INFO:LONG WORD LENGTH: DALI ID: 8f8e057672a14461bc2aca478a430bd2, index (from get_file_path): 2986, text: go, word length: 6.06, word index: 103
INFO:LONG WORD LENGTH: DALI ID: 8f8e057672a14461bc2aca478a430bd2, index (from get_file_path): 2986, text: soul, word length: 6.06, word index: 135
INFO:LONG WORD LENGTH: DALI ID: 8f8e057672a14461bc2aca478a430bd2, index (from get_file_path): 2986, text: go, word length: 5.95, word index: 138
INFO:LONG WORD LENGTH: DALI ID: 901589ef2875420a9921323cb2e15325, index (from get_file_path): 2998, text: tonight, word length: 8.01, word index: 136
INFO:LONG WORD LENGTH: DALI ID: 901589ef2875420a9921323cb2e15325, index (from get_file_path): 2998, text: tonight, word length: 8.21, word index: 137
INFO:LONG WORD LENGTH: DALI ID: 901589ef2875420a9921323cb2e15325, index (from get_file_path): 2998, text: nobody, word length: 7.75, word index: 209
INFO:LONG WORD LENGTH: DALI ID: 901589ef2875420a9921323cb2e15325, index (from get_file_path): 2998, text: sanssouci, word length: 7.61, word index: 211
INFO:LONG WORD LENGTH: DALI ID: 901589ef2875420a9921323cb2e15325, index (from get_file_path): 2998, text: tonight, word length: 8.01, word index: 213
INFO:LONG WORD LENGTH: DALI ID: 901589ef2875420a9921323cb2e15325, index (from get_file_path): 2998, text: tonight, word length: 9.12, word index: 214
INFO:LONG WORD LENGTH: DALI ID: 90649b19e2264efd87d2bd90e884a838, index (from get_file_path): 3003, text: dreamer, word length: 5.49, word index: 159
INFO:LONG WORD LENGTH: DALI ID: 910b95e7360142d99cd2f9e113eb5b0b, index (from get_file_path): 3023, text: oh, word length: 5.85, word index: 3
INFO:LONG WORD LENGTH: DALI ID: 9153cee0deec422ab57e392e7924702f, index (from get_file_path): 3027, text: tombe, word length: 6.43, word index: 141
INFO:LONG WORD LENGTH: DALI ID: 9153cee0deec422ab57e392e7924702f, index (from get_file_path): 3027, text: tombe, word length: 6.43, word index: 191
INFO:LONG WORD LENGTH: DALI ID: 9153cee0deec422ab57e392e7924702f, index (from get_file_path): 3027, text: tombe, word length: 6.43, word index: 193
INFO:LONG WORD LENGTH: DALI ID: 915c867a5dd4449bb7a2eace1b280f29, index (from get_file_path): 3028, text: far, word length: 5.88, word index: 89
INFO:LONG WORD LENGTH: DALI ID: 915c867a5dd4449bb7a2eace1b280f29, index (from get_file_path): 3028, text: lane), word length: 37.58, word index: 197
INFO:LONG WORD LENGTH: DALI ID: 921d14e5a59b49379c2dfe786a8e7eac, index (from get_file_path): 3043, text: eyes., word length: 6.83, word index: 99
INFO:LONG WORD LENGTH: DALI ID: 92e1bba18b5243c3bcb3016c5f45e7c3, index (from get_file_path): 3064, text: ti, word length: 6.38, word index: 234
INFO:LONG WORD LENGTH: DALI ID: 92e739fbf4614a42bde6d4ad30d4c282, index (from get_file_path): 3065, text: aagain, word length: 5.67, word index: 51
INFO:LONG WORD LENGTH: DALI ID: 92e739fbf4614a42bde6d4ad30d4c282, index (from get_file_path): 3065, text: dawn, word length: 5.57, word index: 92
INFO:LONG WORD LENGTH: DALI ID: 92e739fbf4614a42bde6d4ad30d4c282, index (from get_file_path): 3065, text: dawn, word length: 5.57, word index: 105
INFO:LONG WORD LENGTH: DALI ID: 930617e10c5648af952fcbfcc766d65a, index (from get_file_path): 3067, text: salvero, word length: 6.03, word index: 156
INFO:LONG WORD LENGTH: DALI ID: 932cc8b2f3e34433a8b544734a5a7f89, index (from get_file_path): 3068, text: unica, word length: 9.46, word index: 170
INFO:LONG WORD LENGTH: DALI ID: 933adf565d05410bb7f4ff1e8fcfc916, index (from get_file_path): 3073, text: stars, word length: 9.33, word index: 165
INFO:LONG WORD LENGTH: DALI ID: 9369931514f045488b0180163f4d5617, index (from get_file_path): 3079, text: verein, word length: 5.92, word index: 134
INFO:LONG WORD LENGTH: DALI ID: 93e2fad667034a4190d57293bcfedfbd, index (from get_file_path): 3091, text: de-amor-----, word length: 5.47, word index: 133
INFO:LONG WORD LENGTH: DALI ID: 93e2fad667034a4190d57293bcfedfbd, index (from get_file_path): 3091, text: de-amor-----, word length: 6.86, word index: 180
INFO:LONG WORD LENGTH: DALI ID: 93fbba21b84c4ed080d0f40bd34400e4, index (from get_file_path): 3094, text: begun, word length: 5.01, word index: 58
INFO:LONG WORD LENGTH: DALI ID: 93fbba21b84c4ed080d0f40bd34400e4, index (from get_file_path): 3094, text: begun, word length: 5.01, word index: 117
INFO:LONG WORD LENGTH: DALI ID: 93fbba21b84c4ed080d0f40bd34400e4, index (from get_file_path): 3094, text: begun, word length: 5.92, word index: 248
INFO:LONG WORD LENGTH: DALI ID: 942a754c4eb74dc08a6b00ca873e979a, index (from get_file_path): 3097, text: nasconde--rai--------, word length: 10.80, word index: 100
INFO:LONG WORD LENGTH: DALI ID: 942a754c4eb74dc08a6b00ca873e979a, index (from get_file_path): 3097, text: riceve-ro-----, word length: 10.80, word index: 151
INFO:LONG WORD LENGTH: DALI ID: 94d6b64281364a14901b2d959200b4c1, index (from get_file_path): 3106, text: splendera, word length: 5.74, word index: 43
INFO:LONG WORD LENGTH: DALI ID: 94d6b64281364a14901b2d959200b4c1, index (from get_file_path): 3106, text: vincero, word length: 5.12, word index: 65
INFO:LONG WORD LENGTH: DALI ID: 94d6b64281364a14901b2d959200b4c1, index (from get_file_path): 3106, text: vincero, word length: 5.12, word index: 76
INFO:LONG WORD LENGTH: DALI ID: 950207f0c04f4e96a7dd44e0bb945aa7, index (from get_file_path): 3109, text: fight, word length: 7.12, word index: 40
INFO:LONG WORD LENGTH: DALI ID: 950207f0c04f4e96a7dd44e0bb945aa7, index (from get_file_path): 3109, text: pull, word length: 7.75, word index: 79
INFO:LONG WORD LENGTH: DALI ID: 96ace2cb3e0341c8832f3758984c145b, index (from get_file_path): 3135, text: away, word length: 8.25, word index: 146
INFO:LONG WORD LENGTH: DALI ID: 96e031038d81412eb7cf257e4addf5ce, index (from get_file_path): 3139, text: ev'ryone, word length: 5.03, word index: 162
INFO:LONG WORD LENGTH: DALI ID: 973efb1b37cd4b548dafe41eade5d5c1, index (from get_file_path): 3145, text: blown., word length: 5.21, word index: 52
INFO:LONG WORD LENGTH: DALI ID: 973efb1b37cd4b548dafe41eade5d5c1, index (from get_file_path): 3145, text: alone, word length: 5.41, word index: 88
INFO:LONG WORD LENGTH: DALI ID: 974040275f1443c183e494eb1b34609b, index (from get_file_path): 3146, text: go, word length: 6.04, word index: 78
INFO:LONG WORD LENGTH: DALI ID: 977b370730564857adab949a3f1309e8, index (from get_file_path): 3154, text: on, word length: 5.44, word index: 160
INFO:LONG WORD LENGTH: DALI ID: 97e8abd05d0f4ecf9043a789be647b9a, index (from get_file_path): 3162, text: hold, word length: 5.15, word index: 223
INFO:LONG WORD LENGTH: DALI ID: 97ed7722f24a475abb96a11bb05ecce1, index (from get_file_path): 3163, text: floooooooor!, word length: 7.60, word index: 256
INFO:LONG WORD LENGTH: DALI ID: 98312e0d4c76491d889d72a787957cc8, index (from get_file_path): 3170, text: again, word length: 5.74, word index: 189
INFO:LONG WORD LENGTH: DALI ID: 9850a75ddfb041e7b549b61c70687666, index (from get_file_path): 3173, text: on, word length: 7.92, word index: 249
INFO:NEGATIVE WORD LENGTH: DALI ID: 985ce914741c47709c36094fcc3ca1de, index (from get_file_path): 3174, text: bornhallelujah, word length: -115.50, line number: 146
INFO:LONG WORD LENGTH: DALI ID: 988eaf52b7ec40b9aa720aa80e12c5c0, index (from get_file_path): 3179, text: dreaming, word length: 5.12, word index: 121
INFO:LONG WORD LENGTH: DALI ID: 988eaf52b7ec40b9aa720aa80e12c5c0, index (from get_file_path): 3179, text: dreaming, word length: 6.94, word index: 196
INFO:LONG WORD LENGTH: DALI ID: 989f19b429744a47ae1a78322c8787bb, index (from get_file_path): 3183, text: frozen, word length: 5.08, word index: 382
INFO:LONG WORD LENGTH: DALI ID: 98ec3201a8ef4876bff159b4c3a58d20, index (from get_file_path): 3191, text: love, word length: 5.22, word index: 219
INFO:LONG WORD LENGTH: DALI ID: 9954b34431c34007ac57460a5f298bce, index (from get_file_path): 3199, text: now., word length: 8.17, word index: 141
INFO:LONG WORD LENGTH: DALI ID: 99ce7ac5408740f6a817fce6bbc5a57a, index (from get_file_path): 3209, text: again, word length: 5.00, word index: 129
INFO:LONG WORD LENGTH: DALI ID: 99ce7ac5408740f6a817fce6bbc5a57a, index (from get_file_path): 3209, text: again, word length: 5.00, word index: 184
INFO:LONG WORD LENGTH: DALI ID: 9a328cef8b9244278d52164b876e421b, index (from get_file_path): 3218, text: umilmente., word length: 6.82, word index: 222
INFO:LONG WORD LENGTH: DALI ID: 9a48c98d568049f98e98d408e32ee09c, index (from get_file_path): 3219, text: survive, word length: 5.56, word index: 61
INFO:LONG WORD LENGTH: DALI ID: 9a48c98d568049f98e98d408e32ee09c, index (from get_file_path): 3219, text: survive, word length: 5.56, word index: 100
INFO:LONG WORD LENGTH: DALI ID: 9a5b8f191866483b9e75a384d6e2bb71, index (from get_file_path): 3220, text: aching, word length: 6.15, word index: 124
INFO:LONG WORD LENGTH: DALI ID: 9a5b8f191866483b9e75a384d6e2bb71, index (from get_file_path): 3220, text: trying..., word length: 6.15, word index: 130
INFO:LONG WORD LENGTH: DALI ID: 9a71b2d76062462090a2309dceb6f15b, index (from get_file_path): 3226, text: theeeere, word length: 8.05, word index: 116
INFO:LONG WORD LENGTH: DALI ID: 9a71b2d76062462090a2309dceb6f15b, index (from get_file_path): 3226, text: nooooow, word length: 6.30, word index: 192
INFO:LONG WORD LENGTH: DALI ID: 9a71b2d76062462090a2309dceb6f15b, index (from get_file_path): 3226, text: naame, word length: 7.60, word index: 225
INFO:LONG WORD LENGTH: DALI ID: 9a88a8cd93234870a2633b2ecb178b01, index (from get_file_path): 3228, text: t'aime, word length: 7.84, word index: 255
INFO:LONG WORD LENGTH: DALI ID: 9aa08fe87c6647aebcbfb262247c85e4, index (from get_file_path): 3231, text: understand, word length: 5.26, word index: 234
INFO:LONG WORD LENGTH: DALI ID: 9aa08fe87c6647aebcbfb262247c85e4, index (from get_file_path): 3231, text: understand, word length: 7.24, word index: 272
INFO:LONG WORD LENGTH: DALI ID: 9ac44e7df4ad40b7a62b394381e19932, index (from get_file_path): 3233, text: somehow, word length: 5.01, word index: 32
INFO:LONG WORD LENGTH: DALI ID: 9ae7c99571254d43a3bf3f17e920c276, index (from get_file_path): 3235, text: uh--, word length: 8.79, word index: 217
INFO:LONG WORD LENGTH: DALI ID: 9b1b545a4dfe48ffb61ecb7a6b545d2c, index (from get_file_path): 3238, text: dance, word length: 5.38, word index: 220
INFO:LONG WORD LENGTH: DALI ID: 9b1b545a4dfe48ffb61ecb7a6b545d2c, index (from get_file_path): 3238, text: belolong, word length: 10.28, word index: 268
INFO:LONG WORD LENGTH: DALI ID: 9b1b545a4dfe48ffb61ecb7a6b545d2c, index (from get_file_path): 3238, text: love, word length: 5.69, word index: 283
INFO:LONG WORD LENGTH: DALI ID: 9b2a419187064b28803f60492714bb98, index (from get_file_path): 3241, text: releived., word length: 5.48, word index: 38
INFO:LONG WORD LENGTH: DALI ID: 9b2a419187064b28803f60492714bb98, index (from get_file_path): 3241, text: beleived., word length: 5.23, word index: 49
INFO:LONG WORD LENGTH: DALI ID: 9b2a419187064b28803f60492714bb98, index (from get_file_path): 3241, text: begun., word length: 5.97, word index: 98
INFO:LONG WORD LENGTH: DALI ID: 9b517d6c47e748d1b61e18f45a481c77, index (from get_file_path): 3248, text: animal, word length: 5.55, word index: 212
INFO:LONG WORD LENGTH: DALI ID: 9b820acd73b541e48776b4953db1c880, index (from get_file_path): 3249, text: eyes, word length: 6.01, word index: 35
INFO:LONG WORD LENGTH: DALI ID: 9b820acd73b541e48776b4953db1c880, index (from get_file_path): 3249, text: eyes, word length: 5.75, word index: 128
INFO:LONG WORD LENGTH: DALI ID: 9bc7fbfd8a17477a85b36972c996847e, index (from get_file_path): 3252, text: dos, word length: 6.49, word index: 280
INFO:LONG WORD LENGTH: DALI ID: 9c62a8349fa142a68ca85c8c2d275c00, index (from get_file_path): 3265, text: intro, word length: 61.17, word index: 0
INFO:LONG WORD LENGTH: DALI ID: 9d3f92da388c42aeb631cf94236664f0, index (from get_file_path): 3280, text: huulilta, word length: 5.01, word index: 22
INFO:LONG WORD LENGTH: DALI ID: 9d3f92da388c42aeb631cf94236664f0, index (from get_file_path): 3280, text: huulilta, word length: 5.01, word index: 62
INFO:LONG WORD LENGTH: DALI ID: 9d3f92da388c42aeb631cf94236664f0, index (from get_file_path): 3280, text: huulilta, word length: 5.01, word index: 82
INFO:LONG WORD LENGTH: DALI ID: 9dde232f006849658f8e56b5721c31f0, index (from get_file_path): 3293, text: prison, word length: 5.33, word index: 192
INFO:LONG WORD LENGTH: DALI ID: 9ddee9ba892c4178b63f59e49bfb3519, index (from get_file_path): 3294, text: mann, word length: 5.43, word index: 67
INFO:LONG WORD LENGTH: DALI ID: 9ddee9ba892c4178b63f59e49bfb3519, index (from get_file_path): 3294, text: mann, word length: 5.26, word index: 140
INFO:LONG WORD LENGTH: DALI ID: 9ddee9ba892c4178b63f59e49bfb3519, index (from get_file_path): 3294, text: ultimativeeee, word length: 7.05, word index: 193
INFO:LONG WORD LENGTH: DALI ID: 9ddee9ba892c4178b63f59e49bfb3519, index (from get_file_path): 3294, text: maaaaaaaaaaaaaaaaaaaaann!!!, word length: 11.98, word index: 194
INFO:LONG WORD LENGTH: DALI ID: 9eb78785b3444f3ba816fca8371a853c, index (from get_file_path): 3307, text: ah...ah, word length: 6.91, word index: 2
INFO:LONG WORD LENGTH: DALI ID: 9eb78785b3444f3ba816fca8371a853c, index (from get_file_path): 3307, text: c'e'piu'...e-non, word length: 9.22, word index: 52
INFO:LONG WORD LENGTH: DALI ID: 9eb78785b3444f3ba816fca8371a853c, index (from get_file_path): 3307, text: c'e'...il, word length: 6.91, word index: 110
INFO:LONG WORD LENGTH: DALI ID: 9eb78785b3444f3ba816fca8371a853c, index (from get_file_path): 3307, text: c'e'piu'...non, word length: 9.22, word index: 131
INFO:LONG WORD LENGTH: DALI ID: 9eb78785b3444f3ba816fca8371a853c, index (from get_file_path): 3307, text: piu'..., word length: 6.91, word index: 133
INFO:LONG WORD LENGTH: DALI ID: 9ed51aa969854561bd65322e01509e81, index (from get_file_path): 3311, text: hiiigher, word length: 10.39, word index: 90
INFO:LONG WORD LENGTH: DALI ID: 9f7b612a283a4fb382c97686bf3a3dc2, index (from get_file_path): 3323, text: oh, word length: 7.44, word index: 68
INFO:LONG WORD LENGTH: DALI ID: 9f7b612a283a4fb382c97686bf3a3dc2, index (from get_file_path): 3323, text: oh, word length: 7.44, word index: 216
INFO:LONG WORD LENGTH: DALI ID: 9f9cdcc9a2d44800a2a21126496b4ed9, index (from get_file_path): 3327, text: you, word length: 6.15, word index: 410
INFO:LONG WORD LENGTH: DALI ID: 9fd43719b82841179227baeed4cb2be0, index (from get_file_path): 3332, text: innervision, word length: 7.27, word index: 32
INFO:LONG WORD LENGTH: DALI ID: 9fd43719b82841179227baeed4cb2be0, index (from get_file_path): 3332, text: innervision, word length: 7.83, word index: 33
INFO:LONG WORD LENGTH: DALI ID: 9fd43719b82841179227baeed4cb2be0, index (from get_file_path): 3332, text: innervision, word length: 7.65, word index: 64
INFO:LONG WORD LENGTH: DALI ID: 9fd43719b82841179227baeed4cb2be0, index (from get_file_path): 3332, text: innervision, word length: 7.46, word index: 65
INFO:LONG WORD LENGTH: DALI ID: 9fd43719b82841179227baeed4cb2be0, index (from get_file_path): 3332, text: innervision, word length: 7.60, word index: 66
INFO:LONG WORD LENGTH: DALI ID: 9fd43719b82841179227baeed4cb2be0, index (from get_file_path): 3332, text: vision!, word length: 6.24, word index: 105
INFO:LONG WORD LENGTH: DALI ID: 9fd43719b82841179227baeed4cb2be0, index (from get_file_path): 3332, text: innervision, word length: 8.12, word index: 135
INFO:LONG WORD LENGTH: DALI ID: 9fe7dcc38dbf41c3ba53cfbda6263cdc, index (from get_file_path): 3334, text: woah, word length: 9.75, word index: 217
INFO:LONG WORD LENGTH: DALI ID: a023d083f5a44b4a92e3ccd4543132f1, index (from get_file_path): 3340, text: head, word length: 5.61, word index: 85
INFO:LONG WORD LENGTH: DALI ID: a0dca9bbdcf54973a3ba9cff1d94a019, index (from get_file_path): 3354, text: home, word length: 5.00, word index: 248
INFO:LONG WORD LENGTH: DALI ID: a12d59f6129f416d9d30b03ccd780369, index (from get_file_path): 3361, text: goodbye, word length: 8.31, word index: 216
INFO:LONG WORD LENGTH: DALI ID: a12d59f6129f416d9d30b03ccd780369, index (from get_file_path): 3361, text: goodbye, word length: 6.14, word index: 232
INFO:LONG WORD LENGTH: DALI ID: a1678e3c98874562bba46a3a77b4e223, index (from get_file_path): 3367, text: ooh, word length: 5.21, word index: 102
INFO:LONG WORD LENGTH: DALI ID: a1c2773d54d14d8ea7467a7fdd67dcc1, index (from get_file_path): 3373, text: guitaar, word length: 7.88, word index: 178
INFO:LONG WORD LENGTH: DALI ID: a38bcbd9c2624f61a3a8b7dbc72af55c, index (from get_file_path): 3411, text: -, word length: 39.51, word index: 201
INFO:LONG WORD LENGTH: DALI ID: a3dfb5bcf6c24bc6a8796d4894bb276c, index (from get_file_path): 3417, text: go, word length: 5.04, word index: 163
INFO:LONG WORD LENGTH: DALI ID: a3f619a06d894653b7eb7a423320dab8, index (from get_file_path): 3419, text: mmmm., word length: 5.86, word index: 345
INFO:LONG WORD LENGTH: DALI ID: a40110f33709496f9e9b6634c7fb0694, index (from get_file_path): 3421, text: magdalena, word length: 6.60, word index: 176
INFO:LONG WORD LENGTH: DALI ID: a40496b7fa5e46a9abd459f959781353, index (from get_file_path): 3422, text: mich., word length: 7.41, word index: 333
INFO:LONG WORD LENGTH: DALI ID: a41b1d4baff3417b9fd9d71c98daae84, index (from get_file_path): 3424, text: gott, word length: 5.00, word index: 270
INFO:LONG WORD LENGTH: DALI ID: a4b32f375bba46bbb5f720bea98330a8, index (from get_file_path): 3439, text: wa, word length: 6.12, word index: 177
INFO:LONG WORD LENGTH: DALI ID: a4e2b3bd5313490f98ffa36d95a2a9a8, index (from get_file_path): 3447, text: volverlo-a-intentar, word length: 5.50, word index: 185
INFO:LONG WORD LENGTH: DALI ID: a4e2b3bd5313490f98ffa36d95a2a9a8, index (from get_file_path): 3447, text: volverlo-a-intentar, word length: 5.50, word index: 222
INFO:LONG WORD LENGTH: DALI ID: a52175010f2e4b8a91a5cbd2b507d986, index (from get_file_path): 3449, text: ask-, word length: 20.72, word index: 138
INFO:LONG WORD LENGTH: DALI ID: a52175010f2e4b8a91a5cbd2b507d986, index (from get_file_path): 3449, text: on, word length: 6.85, word index: 161
INFO:LONG WORD LENGTH: DALI ID: a56f7cd0153546b69e2fdce71979c270, index (from get_file_path): 3456, text: marmelade, word length: 5.09, word index: 203
INFO:LONG WORD LENGTH: DALI ID: a598d48791e04da3aa991f67b0c1d54d, index (from get_file_path): 3457, text: (solo), word length: 30.35, word index: 91
INFO:LONG WORD LENGTH: DALI ID: a598d48791e04da3aa991f67b0c1d54d, index (from get_file_path): 3457, text: away., word length: 6.07, word index: 222
INFO:LONG WORD LENGTH: DALI ID: a5a2f719ebd8489fafa6ff968d04f302, index (from get_file_path): 3462, text: li-ife, word length: 9.04, word index: 113
INFO:LONG WORD LENGTH: DALI ID: a5fd12ab0fb148ab958e7274111f1126, index (from get_file_path): 3474, text: go-----, word length: 9.14, word index: 238
INFO:LONG WORD LENGTH: DALI ID: a6a24d05a947463f829aa1ae5489d9d9, index (from get_file_path): 3486, text: tonight, word length: 7.11, word index: 87
INFO:LONG WORD LENGTH: DALI ID: a6a24d05a947463f829aa1ae5489d9d9, index (from get_file_path): 3486, text: tonight, word length: 13.09, word index: 158
INFO:LONG WORD LENGTH: DALI ID: a6c4c37697b34869b2400e0214da8bb4, index (from get_file_path): 3488, text: day, word length: 5.47, word index: 94
INFO:LONG WORD LENGTH: DALI ID: a762a5f5679f41879ad2ffc7114fbbc6, index (from get_file_path): 3499, text: ah, word length: 5.14, word index: 146
INFO:LONG WORD LENGTH: DALI ID: a762a5f5679f41879ad2ffc7114fbbc6, index (from get_file_path): 3499, text: oh, word length: 5.40, word index: 190
INFO:LONG WORD LENGTH: DALI ID: a762a5f5679f41879ad2ffc7114fbbc6, index (from get_file_path): 3499, text: oh, word length: 5.30, word index: 191
INFO:LONG WORD LENGTH: DALI ID: a81b806070494d0a8773c29d056fbe65, index (from get_file_path): 3507, text: sentadala-estaciooon.-, word length: 8.40, word index: 191
INFO:LONG WORD LENGTH: DALI ID: a81b806070494d0a8773c29d056fbe65, index (from get_file_path): 3507, text: sentadala-estaciooon.-, word length: 7.80, word index: 192
INFO:LONG WORD LENGTH: DALI ID: a83b822162ee48b2ac217c7d241aad4e, index (from get_file_path): 3510, text: kann, word length: 6.84, word index: 268
INFO:LONG WORD LENGTH: DALI ID: a8425ae087014918bfb98138d52cf43c, index (from get_file_path): 3511, text: fly, word length: 5.17, word index: 166
INFO:NEGATIVE WORD START TIME: DALI ID: a8613273435f4c64a547c7294c81e29b, index (from get_file_path): 3515, text: what, word length: 0.32, line number: 0
